registration_number,fei_number,firm_name,owner_operator,city,state,country,status,product_code,establishment_type,created_date,owner_operator_number
3004193489,3004193489,NOVA BIOMEDICAL CORPORATION DIABETES PRODUCTS,NOVA BIOMEDICAL CORP.,,,,1,LFR,Manufacture Device in the United States for Export Only; Complaint File Establishment per 21 CFR 820.198; Manufacture Medical Device for Another Party (Contract Manufacturer); Manufacture Medical Device,2012-05-01,1219029
3004193489,3004193489,NOVA BIOMEDICAL CORPORATION DIABETES PRODUCTS,NOVA BIOMEDICAL CORP.,,,,1,NBW,Manufacture Device in the United States for Export Only; Complaint File Establishment per 21 CFR 820.198; Manufacture Medical Device for Another Party (Contract Manufacturer); Manufacture Medical Device,2012-05-01,1219029
3004193489,3004193489,NOVA BIOMEDICAL CORPORATION DIABETES PRODUCTS,NOVA BIOMEDICAL CORP.,,,,1,JJX,Manufacture Device in the United States for Export Only; Complaint File Establishment per 21 CFR 820.198; Manufacture Medical Device for Another Party (Contract Manufacturer); Manufacture Medical Device,2012-05-01,1219029
3023162659,3023162659,Nova Biomedical Corporation,NOVA BIOMEDICAL CORP.,,,,1,JPK,Manufacture Device in the United States for Export Only,2017-08-03,1219029
3004193489,3004193489,NOVA BIOMEDICAL CORPORATION DIABETES PRODUCTS,NOVA BIOMEDICAL CORP.,,,,1,GLY,Manufacture Device in the United States for Export Only,2021-02-25,1219029
3023162659,3023162659,Nova Biomedical Corporation,NOVA BIOMEDICAL CORP.,,,,1,CHH,Manufacture Device in the United States for Export Only,2017-06-27,1219029
3023162659,3023162659,Nova Biomedical Corporation,NOVA BIOMEDICAL CORP.,,,,1,JJE,Remanufacture Medical Device; Manufacture Medical Device,2019-12-12,1219029
3023162659,3023162659,Nova Biomedical Corporation,NOVA BIOMEDICAL CORP.,,,,1,CGZ,Remanufacture Medical Device; Manufacture Medical Device,2019-12-12,1219029
3023162659,3023162659,Nova Biomedical Corporation,NOVA BIOMEDICAL CORP.,,,,1,CEM,Remanufacture Medical Device; Manufacture Medical Device,2019-12-12,1219029
3023162659,3023162659,Nova Biomedical Corporation,NOVA BIOMEDICAL CORP.,,,,1,JGS,Remanufacture Medical Device; Manufacture Medical Device,2019-12-12,1219029
3023162659,3023162659,Nova Biomedical Corporation,NOVA BIOMEDICAL CORP.,,,,1,JJE,Manufacture Device in the United States for Export Only,2017-06-27,1219029
3004193489,3004193489,NOVA BIOMEDICAL CORPORATION DIABETES PRODUCTS,NOVA BIOMEDICAL CORP.,,,,1,GIG,Manufacture Device in the United States for Export Only,2021-03-01,1219029
1219029,1219029,NOVA BIOMEDICAL CORPORATION,NOVA BIOMEDICAL CORP.,,,,1,JIX,Manufacture Medical Device,2007-10-19,1219029
1219029,1219029,NOVA BIOMEDICAL CORPORATION,NOVA BIOMEDICAL CORP.,,,,1,JKS,Manufacture Medical Device,2007-10-19,1219029
1219029,1219029,NOVA BIOMEDICAL CORPORATION,NOVA BIOMEDICAL CORP.,,,,1,CHL,Manufacture Medical Device,2007-10-19,1219029
1219029,1219029,NOVA BIOMEDICAL CORPORATION,NOVA BIOMEDICAL CORP.,,,,1,GKR,Manufacture Medical Device,2007-10-19,1219029
1219029,1219029,NOVA BIOMEDICAL CORPORATION,NOVA BIOMEDICAL CORP.,,,,1,JPI,Manufacture Medical Device,2007-10-19,1219029
1219029,1219029,NOVA BIOMEDICAL CORPORATION,NOVA BIOMEDICAL CORP.,,,,1,JPK,Manufacture Medical Device,2007-10-19,1219029
3004193489,3004193489,NOVA BIOMEDICAL CORPORATION DIABETES PRODUCTS,NOVA BIOMEDICAL CORP.,,,,1,CHH,Manufacture Device in the United States for Export Only,2017-06-27,1219029
1219029,1219029,NOVA BIOMEDICAL CORPORATION,NOVA BIOMEDICAL CORP.,,,,1,JGS,Remanufacture Medical Device; Manufacture Medical Device,2014-04-01,1219029
1219029,1219029,NOVA BIOMEDICAL CORPORATION,NOVA BIOMEDICAL CORP.,,,,1,JFP,Remanufacture Medical Device; Manufacture Medical Device,2014-04-01,1219029
1219029,1219029,NOVA BIOMEDICAL CORPORATION,NOVA BIOMEDICAL CORP.,,,,1,CGZ,Remanufacture Medical Device; Manufacture Medical Device,2014-04-01,1219029
1219029,1219029,NOVA BIOMEDICAL CORPORATION,NOVA BIOMEDICAL CORP.,,,,1,JJS,Remanufacture Medical Device; Manufacture Medical Device,2014-04-01,1219029
1219029,1219029,NOVA BIOMEDICAL CORPORATION,NOVA BIOMEDICAL CORP.,,,,1,CHL,Remanufacture Medical Device; Manufacture Medical Device,2014-04-01,1219029
1219029,1219029,NOVA BIOMEDICAL CORPORATION,NOVA BIOMEDICAL CORP.,,,,1,GKF,Remanufacture Medical Device; Manufacture Medical Device,2014-04-01,1219029
1219029,1219029,NOVA BIOMEDICAL CORPORATION,NOVA BIOMEDICAL CORP.,,,,1,CEM,Remanufacture Medical Device; Manufacture Medical Device,2014-04-01,1219029
1219029,1219029,NOVA BIOMEDICAL CORPORATION,NOVA BIOMEDICAL CORP.,,,,1,JIX,Remanufacture Medical Device; Manufacture Medical Device,2014-04-01,1219029
1219029,1219029,NOVA BIOMEDICAL CORPORATION,NOVA BIOMEDICAL CORP.,,,,1,CGA,Remanufacture Medical Device; Manufacture Medical Device,2014-04-01,1219029
1219029,1219029,NOVA BIOMEDICAL CORPORATION,NOVA BIOMEDICAL CORP.,,,,1,JJS,Manufacture Device in the United States for Export Only,2017-08-03,1219029
1219029,1219029,NOVA BIOMEDICAL CORPORATION,NOVA BIOMEDICAL CORP.,,,,1,JFL,Manufacture Medical Device,2007-10-19,1219029
1219029,1219029,NOVA BIOMEDICAL CORPORATION,NOVA BIOMEDICAL CORP.,,,,1,CGL,Manufacture Medical Device,2007-10-19,1219029
1219029,1219029,NOVA BIOMEDICAL CORPORATION,NOVA BIOMEDICAL CORP.,,,,1,CGZ,Manufacture Medical Device,2007-10-19,1219029
1219029,1219029,NOVA BIOMEDICAL CORPORATION,NOVA BIOMEDICAL CORP.,,,,1,GKF,Manufacture Medical Device,2007-10-19,1219029
1219029,1219029,NOVA BIOMEDICAL CORPORATION,NOVA BIOMEDICAL CORP.,,,,1,JJE,Manufacture Medical Device for Another Party (Contract Manufacturer),2013-12-11,1219029
1219029,1219029,NOVA BIOMEDICAL CORPORATION,NOVA BIOMEDICAL CORP.,,,,1,JIQ,Complaint File Establishment per 21 CFR 820.198; Manufacture Medical Device,2025-02-04,1219029
1219029,1219029,NOVA BIOMEDICAL CORPORATION,NOVA BIOMEDICAL CORP.,,,,1,CGX,Complaint File Establishment per 21 CFR 820.198; Manufacture Medical Device,2025-02-04,1219029
1219029,1219029,NOVA BIOMEDICAL CORPORATION,NOVA BIOMEDICAL CORP.,,,,1,JQT,Complaint File Establishment per 21 CFR 820.198; Manufacture Medical Device,2025-02-04,1219029
3004193489,3004193489,NOVA BIOMEDICAL CORPORATION DIABETES PRODUCTS,NOVA BIOMEDICAL CORP.,,,,1,PZI,Manufacture Medical Device; Manufacture Medical Device for Another Party (Contract Manufacturer),2015-06-12,1219029
1219029,1219029,NOVA BIOMEDICAL CORPORATION,NOVA BIOMEDICAL CORP.,,,,1,CHH,Manufacture Device in the United States for Export Only,2017-06-27,1219029
3004193489,3004193489,NOVA BIOMEDICAL CORPORATION DIABETES PRODUCTS,NOVA BIOMEDICAL CORP.,,,,1,JIN,Manufacture Device in the United States for Export Only; Manufacture Medical Device; Complaint File Establishment per 21 CFR 820.198; Manufacture Medical Device for Another Party (Contract Manufacturer),2013-07-17,1219029
3004193489,3004193489,NOVA BIOMEDICAL CORPORATION DIABETES PRODUCTS,NOVA BIOMEDICAL CORP.,,,,1,JJY,Manufacture Device in the United States for Export Only; Manufacture Medical Device; Complaint File Establishment per 21 CFR 820.198; Manufacture Medical Device for Another Party (Contract Manufacturer),2013-07-17,1219029
3004193489,3004193489,NOVA BIOMEDICAL CORPORATION DIABETES PRODUCTS,NOVA BIOMEDICAL CORP.,,,,1,LFR,Manufacture Device in the United States for Export Only; Manufacture Medical Device; Complaint File Establishment per 21 CFR 820.198; Manufacture Medical Device for Another Party (Contract Manufacturer),2013-07-17,1219029
3004193489,3004193489,NOVA BIOMEDICAL CORPORATION DIABETES PRODUCTS,NOVA BIOMEDICAL CORP.,,,,1,NBW,Manufacture Device in the United States for Export Only; Manufacture Medical Device; Complaint File Establishment per 21 CFR 820.198; Manufacture Medical Device for Another Party (Contract Manufacturer),2013-07-17,1219029
1219029,1219029,NOVA BIOMEDICAL CORPORATION,NOVA BIOMEDICAL CORP.,,,,1,JGS,Manufacture Medical Device,2007-10-19,1219029
1219029,1219029,NOVA BIOMEDICAL CORPORATION,NOVA BIOMEDICAL CORP.,,,,1,JJX,Manufacture Medical Device; Manufacture Medical Device for Another Party (Contract Manufacturer),2007-10-19,1219029
1219029,1219029,NOVA BIOMEDICAL CORPORATION,NOVA BIOMEDICAL CORP.,,,,1,NBW,Manufacture Medical Device; Manufacture Medical Device for Another Party (Contract Manufacturer),2007-10-19,1219029
1219029,1219029,NOVA BIOMEDICAL CORPORATION,NOVA BIOMEDICAL CORP.,,,,1,CGA,Manufacture Medical Device; Manufacture Medical Device for Another Party (Contract Manufacturer),2007-10-19,1219029
1219029,1219029,NOVA BIOMEDICAL CORPORATION,NOVA BIOMEDICAL CORP.,,,,1,CGZ,Remanufacture Medical Device; Manufacture Medical Device,2018-11-20,1219029
1219029,1219029,NOVA BIOMEDICAL CORPORATION,NOVA BIOMEDICAL CORP.,,,,1,CEM,Remanufacture Medical Device; Manufacture Medical Device,2018-11-20,1219029
1219029,1219029,NOVA BIOMEDICAL CORPORATION,NOVA BIOMEDICAL CORP.,,,,1,JFP,Remanufacture Medical Device; Manufacture Medical Device,2018-11-20,1219029
1219029,1219029,NOVA BIOMEDICAL CORPORATION,NOVA BIOMEDICAL CORP.,,,,1,JGS,Remanufacture Medical Device; Manufacture Medical Device,2018-11-20,1219029
1219029,1219029,NOVA BIOMEDICAL CORPORATION,NOVA BIOMEDICAL CORP.,,,,1,CFA,Remanufacture Medical Device; Manufacture Medical Device,2018-11-20,1219029
1219029,1219029,NOVA BIOMEDICAL CORPORATION,NOVA BIOMEDICAL CORP.,,,,1,GLY,Manufacture Medical Device,2007-10-19,1219029
3011979858,3011979858,Nova Biomedical Corporation,NOVA BIOMEDICAL CORP.,,,,1,GIG,Manufacture Device in the United States for Export Only,2021-03-01,1219029
3011979858,3011979858,Nova Biomedical Corporation,NOVA BIOMEDICAL CORP.,,,,1,PTC,Manufacture Medical Device for Another Party (Contract Manufacturer); Manufacture Device in the United States for Export Only; Complaint File Establishment per 21 CFR 820.198; Manufacture Medical Device,2017-05-11,1219029
3011979858,3011979858,Nova Biomedical Corporation,NOVA BIOMEDICAL CORP.,,,,1,PZI,Manufacture Medical Device for Another Party (Contract Manufacturer); Remanufacture Medical Device; Complaint File Establishment per 21 CFR 820.198; Manufacture Medical Device,2015-01-15,1219029
1219029,1219029,NOVA BIOMEDICAL CORPORATION,NOVA BIOMEDICAL CORP.,,,,1,JIN,Develop Specifications But Do Not Manufacture At This Facility; Manufacture Medical Device,2013-07-17,1219029
1219029,1219029,NOVA BIOMEDICAL CORPORATION,NOVA BIOMEDICAL CORP.,,,,1,JJY,Develop Specifications But Do Not Manufacture At This Facility; Manufacture Medical Device,2013-07-17,1219029
1219029,1219029,NOVA BIOMEDICAL CORPORATION,NOVA BIOMEDICAL CORP.,,,,1,LFR,Develop Specifications But Do Not Manufacture At This Facility; Manufacture Medical Device,2013-07-17,1219029
1219029,1219029,NOVA BIOMEDICAL CORPORATION,NOVA BIOMEDICAL CORP.,,,,1,NBW,Develop Specifications But Do Not Manufacture At This Facility; Manufacture Medical Device,2013-07-17,1219029
1219029,1219029,NOVA BIOMEDICAL CORPORATION,NOVA BIOMEDICAL CORP.,,,,1,JJX,Manufacture Medical Device; Manufacture Medical Device for Another Party (Contract Manufacturer),2007-10-19,1219029
1219029,1219029,NOVA BIOMEDICAL CORPORATION,NOVA BIOMEDICAL CORP.,,,,1,JJX,Remanufacture Medical Device; Manufacture Medical Device for Another Party (Contract Manufacturer); Manufacture Medical Device,2007-10-19,1219029
1219029,1219029,NOVA BIOMEDICAL CORPORATION,NOVA BIOMEDICAL CORP.,,,,1,CGL,Remanufacture Medical Device; Manufacture Medical Device for Another Party (Contract Manufacturer); Manufacture Medical Device,2007-10-19,1219029
1219029,1219029,NOVA BIOMEDICAL CORPORATION,NOVA BIOMEDICAL CORP.,,,,1,KQI,Manufacture Device in the United States for Export Only,2017-08-03,1219029
1219029,1219029,NOVA BIOMEDICAL CORPORATION,NOVA BIOMEDICAL CORP.,,,,1,CGL,Manufacture Device in the United States for Export Only,2017-08-03,1219029
1219029,1219029,NOVA BIOMEDICAL CORPORATION,NOVA BIOMEDICAL CORP.,,,,1,PTC,Manufacture Device in the United States for Export Only; Complaint File Establishment per 21 CFR 820.198; Manufacture Medical Device; Manufacture Medical Device for Another Party (Contract Manufacturer),2017-05-11,1219029
1219029,1219029,NOVA BIOMEDICAL CORPORATION,NOVA BIOMEDICAL CORP.,,,,1,NGD,Remanufacture Medical Device; Manufacture Medical Device,2011-12-02,1219029
1219029,1219029,NOVA BIOMEDICAL CORPORATION,NOVA BIOMEDICAL CORP.,,,,1,GKK,Remanufacture Medical Device; Manufacture Medical Device,2011-12-02,1219029
1219029,1219029,NOVA BIOMEDICAL CORPORATION,NOVA BIOMEDICAL CORP.,,,,1,CDS,Remanufacture Medical Device; Manufacture Medical Device,2011-12-02,1219029
1219029,1219029,NOVA BIOMEDICAL CORPORATION,NOVA BIOMEDICAL CORP.,,,,1,CGA,Remanufacture Medical Device; Manufacture Medical Device,2011-12-02,1219029
1219029,1219029,NOVA BIOMEDICAL CORPORATION,NOVA BIOMEDICAL CORP.,,,,1,CEM,Remanufacture Medical Device; Manufacture Medical Device,2011-12-02,1219029
1219029,1219029,NOVA BIOMEDICAL CORPORATION,NOVA BIOMEDICAL CORP.,,,,1,CGZ,Remanufacture Medical Device; Manufacture Medical Device,2011-12-02,1219029
1219029,1219029,NOVA BIOMEDICAL CORPORATION,NOVA BIOMEDICAL CORP.,,,,1,JGS,Remanufacture Medical Device; Manufacture Medical Device,2011-12-02,1219029
1219029,1219029,NOVA BIOMEDICAL CORPORATION,NOVA BIOMEDICAL CORP.,,,,1,CFA,Remanufacture Medical Device; Manufacture Medical Device,2011-12-02,1219029
1219029,1219029,NOVA BIOMEDICAL CORPORATION,NOVA BIOMEDICAL CORP.,,,,1,GJC,Remanufacture Medical Device; Manufacture Medical Device,2011-12-02,1219029
1219029,1219029,NOVA BIOMEDICAL CORPORATION,NOVA BIOMEDICAL CORP.,,,,1,GLY,Remanufacture Medical Device; Manufacture Medical Device,2011-12-02,1219029
1219029,1219029,NOVA BIOMEDICAL CORPORATION,NOVA BIOMEDICAL CORP.,,,,1,BXX,Remanufacture Medical Device; Manufacture Medical Device,2011-12-02,1219029
1219029,1219029,NOVA BIOMEDICAL CORPORATION,NOVA BIOMEDICAL CORP.,,,,1,JFP,Remanufacture Medical Device; Manufacture Medical Device,2011-12-02,1219029
1219029,1219029,NOVA BIOMEDICAL CORPORATION,NOVA BIOMEDICAL CORP.,,,,1,CHL,Remanufacture Medical Device; Manufacture Medical Device,2011-12-02,1219029
1219029,1219029,NOVA BIOMEDICAL CORPORATION,NOVA BIOMEDICAL CORP.,,,,1,CGL,Remanufacture Medical Device; Manufacture Medical Device,2011-12-02,1219029
1219029,1219029,NOVA BIOMEDICAL CORPORATION,NOVA BIOMEDICAL CORP.,,,,1,JJB,Remanufacture Medical Device; Manufacture Medical Device,2011-12-02,1219029
1219029,1219029,NOVA BIOMEDICAL CORPORATION,NOVA BIOMEDICAL CORP.,,,,1,GHS,Remanufacture Medical Device; Manufacture Medical Device,2011-12-02,1219029
1219029,1219029,NOVA BIOMEDICAL CORPORATION,NOVA BIOMEDICAL CORP.,,,,1,JIX,Remanufacture Medical Device; Manufacture Medical Device,2011-12-02,1219029
1219029,1219029,NOVA BIOMEDICAL CORPORATION,NOVA BIOMEDICAL CORP.,,,,1,GGZ,Remanufacture Medical Device; Manufacture Medical Device,2011-12-02,1219029
1219029,1219029,NOVA BIOMEDICAL CORPORATION,NOVA BIOMEDICAL CORP.,,,,1,GHS,Manufacture Device in the United States for Export Only,2017-08-03,1219029
1219029,1219029,NOVA BIOMEDICAL CORPORATION,NOVA BIOMEDICAL CORP.,,,,1,GLY,Manufacture Medical Device,2007-10-19,1219029
1219029,1219029,NOVA BIOMEDICAL CORPORATION,NOVA BIOMEDICAL CORP.,,,,1,PZI,Manufacture Medical Device,2015-06-12,1219029
1219029,1219029,NOVA BIOMEDICAL CORPORATION,NOVA BIOMEDICAL CORP.,,,,1,JJX,Manufacture Device in the United States for Export Only,2017-06-27,1219029
1219029,1219029,NOVA BIOMEDICAL CORPORATION,NOVA BIOMEDICAL CORP.,,,,1,GIG,Manufacture Device in the United States for Export Only,2021-03-01,1219029
1219029,1219029,NOVA BIOMEDICAL CORPORATION,NOVA BIOMEDICAL CORP.,,,,1,JGS,Manufacture Medical Device,2007-10-19,1219029
1219029,1219029,NOVA BIOMEDICAL CORPORATION,NOVA BIOMEDICAL CORP.,,,,1,CHL,Manufacture Medical Device,2007-10-19,1219029
1219029,1219029,NOVA BIOMEDICAL CORPORATION,NOVA BIOMEDICAL CORP.,,,,1,JPI,Manufacture Medical Device,2007-10-19,1219029
1219029,1219029,NOVA BIOMEDICAL CORPORATION,NOVA BIOMEDICAL CORP.,,,,1,CGA,Manufacture Medical Device,2007-10-19,1219029
1219029,1219029,NOVA BIOMEDICAL CORPORATION,NOVA BIOMEDICAL CORP.,,,,1,CGZ,Manufacture Medical Device,2007-10-19,1219029
1219029,1219029,NOVA BIOMEDICAL CORPORATION,NOVA BIOMEDICAL CORP.,,,,1,CEM,Manufacture Medical Device,2007-10-19,1219029
1219029,1219029,NOVA BIOMEDICAL CORPORATION,NOVA BIOMEDICAL CORP.,,,,1,CDS,Manufacture Medical Device,2007-10-19,1219029
1219029,1219029,NOVA BIOMEDICAL CORPORATION,NOVA BIOMEDICAL CORP.,,,,1,GHS,Manufacture Medical Device,2007-10-19,1219029
1219029,1219029,NOVA BIOMEDICAL CORPORATION,NOVA BIOMEDICAL CORP.,,,,1,JJS,Manufacture Medical Device,2007-10-19,1219029
1219029,1219029,NOVA BIOMEDICAL CORPORATION,NOVA BIOMEDICAL CORP.,,,,1,JFP,Manufacture Medical Device,2007-10-19,1219029
1219029,1219029,NOVA BIOMEDICAL CORPORATION,NOVA BIOMEDICAL CORP.,,,,1,JGS,Manufacture Medical Device,2007-10-19,1219029
1219029,1219029,NOVA BIOMEDICAL CORPORATION,NOVA BIOMEDICAL CORP.,,,,1,KHP,Manufacture Medical Device,2007-10-19,1219029
1219029,1219029,NOVA BIOMEDICAL CORPORATION,NOVA BIOMEDICAL CORP.,,,,1,JPK,Manufacture Medical Device,2007-10-19,1219029
1219029,1219029,NOVA BIOMEDICAL CORPORATION,NOVA BIOMEDICAL CORP.,,,,1,JKS,Manufacture Medical Device,2007-10-19,1219029
1219029,1219029,NOVA BIOMEDICAL CORPORATION,NOVA BIOMEDICAL CORP.,,,,1,CGL,Manufacture Medical Device,2007-10-19,1219029
1219029,1219029,NOVA BIOMEDICAL CORPORATION,NOVA BIOMEDICAL CORP.,,,,1,CFA,Manufacture Medical Device,2007-10-19,1219029
1219029,1219029,NOVA BIOMEDICAL CORPORATION,NOVA BIOMEDICAL CORP.,,,,1,JIX,Manufacture Medical Device,2007-10-19,1219029
1219029,1219029,NOVA BIOMEDICAL CORPORATION,NOVA BIOMEDICAL CORP.,,,,1,GKR,Manufacture Medical Device,2007-10-19,1219029
1219029,1219029,NOVA BIOMEDICAL CORPORATION,NOVA BIOMEDICAL CORP.,,,,1,GLY,Manufacture Device in the United States for Export Only,2021-02-25,1219029
1219029,1219029,NOVA BIOMEDICAL CORPORATION,NOVA BIOMEDICAL CORP.,,,,1,CDS,Manufacture Device in the United States for Export Only,2017-08-03,1219029
1219029,1219029,NOVA BIOMEDICAL CORPORATION,NOVA BIOMEDICAL CORP.,,,,1,CHL,Manufacture Device in the United States for Export Only,2017-08-03,1219029
1219029,1219029,NOVA BIOMEDICAL CORPORATION,NOVA BIOMEDICAL CORP.,,,,1,JGS,Manufacture Medical Device,2007-10-19,1219029
1219029,1219029,NOVA BIOMEDICAL CORPORATION,NOVA BIOMEDICAL CORP.,,,,1,CGA,Complaint File Establishment per 21 CFR 820.198; Manufacture Medical Device for Another Party (Contract Manufacturer); Manufacture Medical Device,2008-10-28,1219029
1219029,1219029,NOVA BIOMEDICAL CORPORATION,NOVA BIOMEDICAL CORP.,,,,1,JIR,Manufacture Device in the United States for Export Only,2017-06-27,1219029
1219029,1219029,NOVA BIOMEDICAL CORPORATION,NOVA BIOMEDICAL CORP.,,,,1,CGA,Manufacture Device in the United States for Export Only; Manufacture Medical Device for Another Party (Contract Manufacturer),2015-04-22,1219029
1219029,1219029,NOVA BIOMEDICAL CORPORATION,NOVA BIOMEDICAL CORP.,,,,1,CIG,Manufacture Medical Device for Another Party (Contract Manufacturer); Manufacture Medical Device,2006-09-21,1219029
1219029,1219029,NOVA BIOMEDICAL CORPORATION,NOVA BIOMEDICAL CORP.,,,,1,JIT,Manufacture Medical Device for Another Party (Contract Manufacturer); Manufacture Medical Device,2006-09-21,1219029
1219029,1219029,NOVA BIOMEDICAL CORPORATION,NOVA BIOMEDICAL CORP.,,,,1,JJY,Manufacture Medical Device for Another Party (Contract Manufacturer); Manufacture Medical Device,2006-09-21,1219029
1219029,1219029,NOVA BIOMEDICAL CORPORATION,NOVA BIOMEDICAL CORP.,,,,1,LFR,Manufacture Device in the United States for Export Only; Remanufacture Medical Device; Complaint File Establishment per 21 CFR 820.198; Manufacture Medical Device for Another Party (Contract Manufacturer); Manufacture Medical Device,2013-10-28,1219029
1219029,1219029,NOVA BIOMEDICAL CORPORATION,NOVA BIOMEDICAL CORP.,,,,1,NBW,Manufacture Device in the United States for Export Only; Remanufacture Medical Device; Complaint File Establishment per 21 CFR 820.198; Manufacture Medical Device for Another Party (Contract Manufacturer); Manufacture Medical Device,2013-10-28,1219029
1219029,1219029,NOVA BIOMEDICAL CORPORATION,NOVA BIOMEDICAL CORP.,,,,1,JJX,Manufacture Device in the United States for Export Only; Remanufacture Medical Device; Complaint File Establishment per 21 CFR 820.198; Manufacture Medical Device for Another Party (Contract Manufacturer); Manufacture Medical Device,2013-10-28,1219029
1219029,1219029,NOVA BIOMEDICAL CORPORATION,NOVA BIOMEDICAL CORP.,,,,1,CGA,Manufacture Medical Device,2007-10-19,1219029
3004193489,3004193489,NOVA BIOMEDICAL CORPORATION DIABETES PRODUCTS,NOVA BIOMEDICAL CORP.,,,,1,JJX,Remanufacture Medical Device; Complaint File Establishment per 21 CFR 820.198; Manufacture Medical Device for Another Party (Contract Manufacturer); Manufacture Medical Device,2007-10-19,1219029
3004193489,3004193489,NOVA BIOMEDICAL CORPORATION DIABETES PRODUCTS,NOVA BIOMEDICAL CORP.,,,,1,CGL,Remanufacture Medical Device; Complaint File Establishment per 21 CFR 820.198; Manufacture Medical Device for Another Party (Contract Manufacturer); Manufacture Medical Device,2007-10-19,1219029
1219029,1219029,NOVA BIOMEDICAL CORPORATION,NOVA BIOMEDICAL CORP.,,,,1,JJX,Remanufacture Medical Device; Manufacture Medical Device,2012-05-01,1219029
1219029,1219029,NOVA BIOMEDICAL CORPORATION,NOVA BIOMEDICAL CORP.,,,,1,KHP,Remanufacture Medical Device; Manufacture Medical Device,2012-05-01,1219029
1219029,1219029,NOVA BIOMEDICAL CORPORATION,NOVA BIOMEDICAL CORP.,,,,1,GKR,Manufacture Device in the United States for Export Only,2017-08-03,1219029
1219029,1219029,NOVA BIOMEDICAL CORPORATION,NOVA BIOMEDICAL CORP.,,,,1,JJY,Manufacture Medical Device,2007-10-19,1219029
3004193489,3004193489,NOVA BIOMEDICAL CORPORATION DIABETES PRODUCTS,NOVA BIOMEDICAL CORP.,,,,1,JIN,Manufacture Device in the United States for Export Only,2018-02-12,1219029
3023162659,3023162659,Nova Biomedical Corporation,NOVA BIOMEDICAL CORP.,,,,1,JGS,Remanufacture Medical Device; Manufacture Medical Device,2014-04-01,1219029
3023162659,3023162659,Nova Biomedical Corporation,NOVA BIOMEDICAL CORP.,,,,1,JFP,Remanufacture Medical Device; Manufacture Medical Device,2014-04-01,1219029
3023162659,3023162659,Nova Biomedical Corporation,NOVA BIOMEDICAL CORP.,,,,1,CGZ,Remanufacture Medical Device; Manufacture Medical Device,2014-04-01,1219029
3023162659,3023162659,Nova Biomedical Corporation,NOVA BIOMEDICAL CORP.,,,,1,JJS,Remanufacture Medical Device; Manufacture Medical Device,2014-04-01,1219029
3023162659,3023162659,Nova Biomedical Corporation,NOVA BIOMEDICAL CORP.,,,,1,CHL,Remanufacture Medical Device; Manufacture Medical Device,2014-04-01,1219029
3023162659,3023162659,Nova Biomedical Corporation,NOVA BIOMEDICAL CORP.,,,,1,GKF,Remanufacture Medical Device; Manufacture Medical Device,2014-04-01,1219029
3023162659,3023162659,Nova Biomedical Corporation,NOVA BIOMEDICAL CORP.,,,,1,CEM,Remanufacture Medical Device; Manufacture Medical Device,2014-04-01,1219029
3023162659,3023162659,Nova Biomedical Corporation,NOVA BIOMEDICAL CORP.,,,,1,JIX,Remanufacture Medical Device; Manufacture Medical Device,2014-04-01,1219029
3023162659,3023162659,Nova Biomedical Corporation,NOVA BIOMEDICAL CORP.,,,,1,CGA,Remanufacture Medical Device; Manufacture Medical Device,2014-04-01,1219029
1219029,1219029,NOVA BIOMEDICAL CORPORATION,NOVA BIOMEDICAL CORP.,,,,1,PJF,Manufacture Medical Device for Another Party (Contract Manufacturer),2015-01-05,1219029
3023162659,3023162659,Nova Biomedical Corporation,NOVA BIOMEDICAL CORP.,,,,1,LXG,Repack or Relabel Medical Device,2022-11-29,1219029
1219029,1219029,NOVA BIOMEDICAL CORPORATION,NOVA BIOMEDICAL CORP.,,,,1,JJE,Remanufacture Medical Device; Complaint File Establishment per 21 CFR 820.198; Manufacture Medical Device,2019-12-12,1219029
1219029,1219029,NOVA BIOMEDICAL CORPORATION,NOVA BIOMEDICAL CORP.,,,,1,CGZ,Remanufacture Medical Device; Complaint File Establishment per 21 CFR 820.198; Manufacture Medical Device,2019-12-12,1219029
1219029,1219029,NOVA BIOMEDICAL CORPORATION,NOVA BIOMEDICAL CORP.,,,,1,CEM,Remanufacture Medical Device; Complaint File Establishment per 21 CFR 820.198; Manufacture Medical Device,2019-12-12,1219029
1219029,1219029,NOVA BIOMEDICAL CORPORATION,NOVA BIOMEDICAL CORP.,,,,1,JGS,Remanufacture Medical Device; Complaint File Establishment per 21 CFR 820.198; Manufacture Medical Device,2019-12-12,1219029
3023162659,3023162659,Nova Biomedical Corporation,NOVA BIOMEDICAL CORP.,,,,1,GKF,Remanufacture Medical Device; Manufacture Medical Device,2016-03-07,1219029
3023162659,3023162659,Nova Biomedical Corporation,NOVA BIOMEDICAL CORP.,,,,1,JJS,Remanufacture Medical Device; Manufacture Medical Device,2016-03-07,1219029
3023162659,3023162659,Nova Biomedical Corporation,NOVA BIOMEDICAL CORP.,,,,1,CGZ,Remanufacture Medical Device; Manufacture Medical Device,2016-03-07,1219029
3023162659,3023162659,Nova Biomedical Corporation,NOVA BIOMEDICAL CORP.,,,,1,CEM,Remanufacture Medical Device; Manufacture Medical Device,2016-03-07,1219029
3023162659,3023162659,Nova Biomedical Corporation,NOVA BIOMEDICAL CORP.,,,,1,JIX,Remanufacture Medical Device; Manufacture Medical Device,2016-03-07,1219029
